mark_antony	children	duc_dorleans	-1
mark_antony	children	antonia_major	1
georg_ii_duke_of_saxe_meiningen	children	archduke_joseph_of_austria_palatine_of_hungary	-1
georg_ii_duke_of_saxe_meiningen	children	frederick_johann_of_saxe-meiningen	1
landgravine_elisabeth_amalie_of_hesse_darmstadt	children	nakkhatra_mangkala_kitiyakara	-1
landgravine_elisabeth_amalie_of_hesse_darmstadt	children	maria_sofia_of_the_palatinate	1
marguerite_of_france	children	frederick_johann_of_saxe-meiningen	-1
marguerite_of_france	children	eleanor_of_castile	1
augustus_iii_of_poland	children	stephanie_crowe	-1
augustus_iii_of_poland	children	marie_josephe_of_saxony	1
mary_todd_lincoln	children	philippa_of_england	-1
mary_todd_lincoln	children	edward_baker_lincoln	1
matilda_of_ringelheim	children	ogden_mills	-1
matilda_of_ringelheim	children	otto_i_holy_roman_emperor	1
sarah_lennox_duchess_of_richmond	children	archduke_franz_ferdinand_of_austria	-1
sarah_lennox_duchess_of_richmond	children	lady_caroline_lennox	1
roy_thomson_1st_baron_thomson_of_fleet	children	ahmed_iii	-1
roy_thomson_1st_baron_thomson_of_fleet	children	kenneth_thomson_2nd_baron_thomson_of_fleet	1
grand_duchess_xenia_alexandrovna_of_russia	children	mehmed_ii	-1
grand_duchess_xenia_alexandrovna_of_russia	children	prince_nikita_of_russia	1
philip_iv_of_spain	children	louis_of_spain	-1
philip_iv_of_spain	children	john_of_austria_the_younger	1
anna_of_bohemia_and_hungary	children	carl_eduard_duke_of_saxe_coburg_and_gotha	-1
anna_of_bohemia_and_hungary	children	maria_of_habsburg_archduchess_of_austria	1
gorm_the_old	children	olga_feodorovna_grand_duchess_of_russia	-1
gorm_the_old	children	gunnhild_mother_of_kings	1
sylvia_likens	children	philip_iii_of_macedon	-1
sylvia_likens	children	jenny_likens	1
chlodomer	children	edith_craig	-1
chlodomer	children	clodoald	1
tiberius_nero	children	luis_filipe_duke_of_braganza	-1
tiberius_nero	children	tiberius	1
maria_of_brabant	children	isabel_de_clare_4th_countess_of_pembroke	-1
maria_of_brabant	children	louis_devreux	1
isabella_of_bourbon	children	reccesuinth	-1
isabella_of_bourbon	children	mary_of_burgundy	1
john_of_england	children	marie_josephe_of_saxony	-1
john_of_england	children	eleanor_of_england	1
michael_i_rangabe	children	philip_iii_of_france	-1
michael_i_rangabe	children	patriarch_ignatios_of_constantinople	1
crown_prince_wilhelm_of_germany	children	kenneth_thomson_2nd_baron_thomson_of_fleet	-1
crown_prince_wilhelm_of_germany	children	prince_frederick_of_prussia	1
osman_i	children	shah_shuja	-1
osman_i	children	orhan_i	1
henry_stanton	children	christian_prince_of_schaumburg_lippe	-1
henry_stanton	children	harriot_eaton_stanton_blatch	1
duke_peter_of_oldenburg	children	teimuraz_ii	-1
duke_peter_of_oldenburg	children	grand_duchess_alexandra_petrovna	1
cosima_wagner	children	abdulmecid	-1
cosima_wagner	children	siegfried_wagner	1
eugene_de_beauharnais	children	afonso_crown_prince_of_portugal	-1
eugene_de_beauharnais	children	amelie_de_beauharnais_of_leuchtenberg	1
mumtaz_mahal	children	grand_duke_alexei_mikhailovich_of_russia	-1
mumtaz_mahal	children	shah_shuja	1
anne_of_denmark	children	prince_almos	-1
anne_of_denmark	children	elizabeth_of_bohemia	1
elisabeth_of_austria_1554	children	indira_gandhi	-1
elisabeth_of_austria_1554	children	marie_elisabeth_of_valois	1
sorghaghtani_beki	children	charlotte_de_rothschild	-1
sorghaghtani_beki	children	mongke_khan	1
christiane_eberhardine_of_brandenburg_bayreuth	children	philippa_of_lancaster	-1
christiane_eberhardine_of_brandenburg_bayreuth	children	augustus_iii_of_poland	1
theodore_ii_laskaris	children	lady_anne_blunt	-1
theodore_ii_laskaris	children	irene_doukaina_laskarina	1
richard_neville_16th_earl_of_warwick	children	chiang_wei-kuo	-1
richard_neville_16th_earl_of_warwick	children	isabella_neville	1
grand_duke_michael_mihailovich_of_russia	children	lady_elizabeth_stanley	-1
grand_duke_michael_mihailovich_of_russia	children	nadejda_mountbatten_marchioness_of_milford_haven	1
william_of_winchester_lord_of_lunenburg	children	alexius_comnenus	-1
william_of_winchester_lord_of_lunenburg	children	otto_i_duke_of_brunswick_luneburg	1
ada_lovelace	children	grand_duchess_elizabeth_mikhailovna	-1
ada_lovelace	children	lady_anne_blunt	1
frederick_william_iii_of_prussia	children	charles_ix_of_france	-1
frederick_william_iii_of_prussia	children	princess_alexandrine_of_prussia	1
john_hays_hammond	children	george_i_of_great_britain	-1
john_hays_hammond	children	john_hays_hammond_jr	1
ellen_terry	children	rudolf_cardinal_von_habsburg_lothringen	-1
ellen_terry	children	edith_craig	1
augustus_ii_the_strong	children	james_keteltas_hackett	-1
augustus_ii_the_strong	children	anna_orzelska	1
marguerite_duchess_of_orleans	children	nelson_rockefeller	-1
marguerite_duchess_of_orleans	children	marguerite_louise_dorleans	1
joseph_p_kennedy_sr	children	grand_duchess_alexandra_petrovna	-1
joseph_p_kennedy_sr	children	rosemary_kennedy	1
leonor_of_viseu	children	amelie_de_beauharnais_of_leuchtenberg	-1
leonor_of_viseu	children	afonso_crown_prince_of_portugal	1
yaroslav_i_the_wise	children	otto_i_duke_of_brunswick_luneburg	-1
yaroslav_i_the_wise	children	iziaslav_i_of_kiev	1
nell_gwyn	children	jennie_churchill	-1
nell_gwyn	children	charles_beauclerk_1st_duke_of_st_albans	1
alfonso_ix_of_leon	children	anna_orzelska	-1
alfonso_ix_of_leon	children	ferdinand_iii_of_castile	1
ahaz	children	grand_duke_nicholas_alexandrovich_of_russia	-1
ahaz	children	hezekiah	1
christopher_columbus	children	napoleon_iii_of_france	-1
christopher_columbus	children	fernando_colon	1
jawaharlal_nehru	children	tiberius	-1
jawaharlal_nehru	children	indira_gandhi	1
srinagarindra	children	senusret_ii	-1
srinagarindra	children	ananda_mahidol	1
chindasuinth	children	henry_i_of_england	-1
chindasuinth	children	reccesuinth	1
alice_spencer	children	robert_c_wickliffe	-1
alice_spencer	children	lady_elizabeth_stanley	1
charles_louis_frederick_duke_of_mecklenburg_mirow	children	carlos_duke_of_madrid	-1
charles_louis_frederick_duke_of_mecklenburg_mirow	children	duke_george_augustus_of_mecklenburg	1
louis_iv_holy_roman_emperor	children	marguerite_louise_dorleans	-1
louis_iv_holy_roman_emperor	children	louis_v_duke_of_bavaria	1
prince_alexander_of_hesse_and_by_rhine	children	abigail_kapiolani_kawananakoa	-1
prince_alexander_of_hesse_and_by_rhine	children	alexander_prince_of_bulgaria	1
beatrice_of_england	children	eric_iii_of_denmark	-1
beatrice_of_england	children	blanche_of_brittany	1
john_elector_of_saxony	children	washington_roebling	-1
john_elector_of_saxony	children	john_ernest_duke_of_saxe_coburg	1
john_iii_duke_of_cleves	children	fernando_colon	-1
john_iii_duke_of_cleves	children	sybille_of_cleves	1
grand_duke_konstantin_konstantinovich_of_russia	children	sybille_of_cleves	-1
grand_duke_konstantin_konstantinovich_of_russia	children	prince_georgi_konstantinovich_of_russia	1
grand_duchess_alexandra_petrovna	children	charles_beauclerk_1st_duke_of_st_albans	-1
grand_duchess_alexandra_petrovna	children	grand_duke_nicholas_nicolaevich_the_younger	1
henry_ii_of_france	children	frederick_ii_of_prussia	-1
henry_ii_of_france	children	charles_ix_of_france	1
thomas_thynne_2nd_viscount_weymouth	children	saadat_ali_khan	-1
thomas_thynne_2nd_viscount_weymouth	children	thomas_thynne_1st_marquess_of_bath	1
victoria_of_the_united_kingdom	children	isabella_neville	-1
victoria_of_the_united_kingdom	children	edward_vii_of_the_united_kingdom	1
john_a_roebling	children	manuel_ii_palaiologos	-1
john_a_roebling	children	washington_roebling	1
edmund_stafford_5th_earl_of_stafford	children	princess_louise_of_prussia	-1
edmund_stafford_5th_earl_of_stafford	children	thomas_bourchier	1
maria_luisa_of_savoy	children	jenny_likens	-1
maria_luisa_of_savoy	children	louis_of_spain	1
leopold_ii_holy_roman_emperor	children	constance_of_burgundy	-1
leopold_ii_holy_roman_emperor	children	rudolf_cardinal_von_habsburg_lothringen	1
archduchess_maria_beatrix_of_austria_este	children	tigranes_the_great	-1
archduchess_maria_beatrix_of_austria_este	children	carlos_duke_of_madrid	1
james_otis_sr	children	afonso_prince_imperial_of_brazil	-1
james_otis_sr	children	james_otis	1
stephen_fox	children	gheorghe_tasca	-1
stephen_fox	children	stephen_fox_strangways_1st_earl_of_ilchester	1
artavasdes_i_of_armenia	children	prince_georgi_konstantinovich_of_russia	-1
artavasdes_i_of_armenia	children	tigranes_the_great	1
john_ii_komnenos	children	thomas_thynne_1st_marquess_of_bath	-1
john_ii_komnenos	children	alexius_comnenus	1
adelaide_of_lowenstein_wertheim_rosenberg	children	erskine_hamilton_childers	-1
adelaide_of_lowenstein_wertheim_rosenberg	children	maria_josepha_of_portugal	1
alois_ii_prince_of_liechtenstein	children	farouk_of_egypt	-1
alois_ii_prince_of_liechtenstein	children	franz_i_prince_of_liechtenstein	1
aethelfrith_of_northumbria	children	ethelbald_of_wessex	-1
aethelfrith_of_northumbria	children	oswiu_of_northumbria	1
john_b_kelly_sr	children	princess_tsehai	-1
john_b_kelly_sr	children	grace_kelly	1
geza_i_of_hungary	children	duke_george_augustus_of_mecklenburg	-1
geza_i_of_hungary	children	prince_almos	1
maria_adelaide_of_austria	children	john_hays_hammond_jr	-1
maria_adelaide_of_austria	children	umberto_i_of_italy	1
darius_ogden_mills	children	prince_nikita_of_russia	-1
darius_ogden_mills	children	ogden_mills	1
samuel_bell	children	alexander_prince_of_bulgaria	-1
samuel_bell	children	james_bell_1805	1
mehmed_iv	children	prince_george_duke_of_kent	-1
mehmed_iv	children	ahmed_iii	1
frederica_of_baden	children	grand_duke_dmitri_konstantinovich_of_russia	-1
frederica_of_baden	children	sophie_of_sweden	1
constantine_i	children	mongke_khan	-1
constantine_i	children	constans	1
louise_defeo	children	henry_iv_holy_roman_emperor	-1
louise_defeo	children	marc_defeo	1
robert_i_duke_of_burgundy	children	charles_peirce	-1
robert_i_duke_of_burgundy	children	constance_of_burgundy	1
